链接标题,内容摘要,来源贴吧,最近回复用户名,最近回复时间,链接地址,主题帖包含图片链接,主题帖内容,图片本地存储地址
回复:古代人钓鱼是怎么把鱼漂链接在鱼线上的?,"回复 磨牙鬼 :我再科普一下,那玩意是筏,轮子是八卦轮那个时候没杆梢,中鱼全看手感。一般没个一两斤是不起来的",钓鱼,极过被谁注册了,2021-10-08 11:55,https://tieba.baidu.com/p/7567409323?pid=141588344088&cid=141589476031#141589476031,"['http://tiebapic.baidu.com/forum/w%3D580/sign=abc6183f53f41bd5da53e8fc61db81a0/aaf7bc3eb13533fa54536c3af5d3fd1f40345be9.jpg', 'http://tiebapic.baidu.com/forum/w%3D580/sign=0c253627cf45d688a302b2ac94c37dab/6226b3de9c82d1580367a6a5dd0a19d8bd3e42e9.jpg', 'http://tiebapic.baidu.com/forum/w%3D580/sign=061c9bfedccb39dbc1c0675ee01709a7/1531a8d3fd1f41344cd2fa6a781f95cad0c85ee9.jpg', 'http://tiebapic.baidu.com/forum/w%3D580/sign=47829f5c20380cd7e61ea2e59146ad14/bfdcd7ca7bcb0a4605e3ebd52e63f6246960afcd.jpg']","['现在钓鱼，鱼漂是三通橡胶连接器，链接在鱼漂上。还有八字环和拨片别针。可突然想起小时候，父亲也喜欢钓鱼，带我去钓鱼的时候没有这些东西。鱼漂是用一小段自行车车胎打气筒的气煤芯。就是图里那个胶皮管，剪刀剪个0.5公分，让鱼线穿过胶皮管再把鱼漂的尾巴插进去。这就是我知道的最早的鱼漂固定方法。可很明显古代人不会有这些。那么古代人使用什么东西固定鱼漂的呢？棉线，和竹线很明显打结都不好固定鱼漂。这还不钓鱼一次丢10个漂？加上鱼钩挂地球，棉线也容易断，古代鱼钩成本也高。这钓一次鱼，丢的东西。鱼获的利润能回来么…………', '小时候用泡沫。好点的用鹅毛。剪了用针穿。很简单', '七星漂', '古代人什么资源.....', '小时候就是自行车气门芯上的那种橡胶皮管剪一段，剪两段鸭毛把皮管夹中间，漂插皮管里', '最早不应该是那种像芦苇的杆杆，切3-5厘米，用线割一半然后绑一圈固定？', '用鸡肠。古时候漂子也粗', '你不如问问古时候鱼线什么样的', '为什么非要用立漂？鸟类羽毛遇水自动锁紧，这就是七星漂的来源而且资源好的情况下，无漂逗钓，守死口也不是不行', '我觉得你应该问古代是用拉饵还是搓饵！是调平水钓两目还是调八钓二！', '小时候用的自行车气门芯的皮筋叉鸡毛', '用点波漂啊，比如木块或者芦苇，小时候哪来的八字环尼龙线，都是抽尿素袋的封口线', '鸡毛，鸭毛，剪成小结，鱼线穿过，', '七星漂啊，鹅毛杆子剪断，卡线上，坠用铅皮没有直接无坠或者用别的凑合，钓钓蠢点的鱼够了', '小时候单线连钩，电池皮做沿，高梁杆做漂，高梁杆切个小口，把主线塞进去，把小口扎紧，在主线上很紧的，可以上下调漂，不滑漂，竹竿做鱼竿，那里有现在花里胡哨的那么多，一样上大鱼']","['../../results\\钓鱼链接\\images\\nao小酱子-0.jpg', '../../results\\钓鱼链接\\images\\nao小酱子-1.jpg', '../../results\\钓鱼链接\\images\\nao小酱子-2.jpg', '../../results\\钓鱼链接\\images\\nao小酱子-3.jpg']"
回复:古代人钓鱼是怎么把鱼漂链接在鱼线上的?,"小时候单线连钩,电池皮做沿,高梁杆做漂,高梁杆切个小口,把主线塞进去,把小口扎紧,在主线上很紧的,可以上下调漂,不滑漂,竹竿做鱼竿,那里有现在花里胡哨的那么多,一样上大鱼",钓鱼,mamkdd,2021-10-08 14:47,https://tieba.baidu.com/p/7567409323?pid=141591341772&cid=0#141591341772,"['http://tiebapic.baidu.com/forum/w%3D580/sign=abc6183f53f41bd5da53e8fc61db81a0/aaf7bc3eb13533fa54536c3af5d3fd1f40345be9.jpg', 'http://tiebapic.baidu.com/forum/w%3D580/sign=0c253627cf45d688a302b2ac94c37dab/6226b3de9c82d1580367a6a5dd0a19d8bd3e42e9.jpg', 'http://tiebapic.baidu.com/forum/w%3D580/sign=061c9bfedccb39dbc1c0675ee01709a7/1531a8d3fd1f41344cd2fa6a781f95cad0c85ee9.jpg', 'http://tiebapic.baidu.com/forum/w%3D580/sign=47829f5c20380cd7e61ea2e59146ad14/bfdcd7ca7bcb0a4605e3ebd52e63f6246960afcd.jpg']","['现在钓鱼，鱼漂是三通橡胶连接器，链接在鱼漂上。还有八字环和拨片别针。可突然想起小时候，父亲也喜欢钓鱼，带我去钓鱼的时候没有这些东西。鱼漂是用一小段自行车车胎打气筒的气煤芯。就是图里那个胶皮管，剪刀剪个0.5公分，让鱼线穿过胶皮管再把鱼漂的尾巴插进去。这就是我知道的最早的鱼漂固定方法。可很明显古代人不会有这些。那么古代人使用什么东西固定鱼漂的呢？棉线，和竹线很明显打结都不好固定鱼漂。这还不钓鱼一次丢10个漂？加上鱼钩挂地球，棉线也容易断，古代鱼钩成本也高。这钓一次鱼，丢的东西。鱼获的利润能回来么…………', '小时候用泡沫。好点的用鹅毛。剪了用针穿。很简单', '七星漂', '古代人什么资源.....', '小时候就是自行车气门芯上的那种橡胶皮管剪一段，剪两段鸭毛把皮管夹中间，漂插皮管里', '最早不应该是那种像芦苇的杆杆，切3-5厘米，用线割一半然后绑一圈固定？', '用鸡肠。古时候漂子也粗', '你不如问问古时候鱼线什么样的', '为什么非要用立漂？鸟类羽毛遇水自动锁紧，这就是七星漂的来源而且资源好的情况下，无漂逗钓，守死口也不是不行', '我觉得你应该问古代是用拉饵还是搓饵！是调平水钓两目还是调八钓二！', '小时候用的自行车气门芯的皮筋叉鸡毛', '用点波漂啊，比如木块或者芦苇，小时候哪来的八字环尼龙线，都是抽尿素袋的封口线', '鸡毛，鸭毛，剪成小结，鱼线穿过，', '七星漂啊，鹅毛杆子剪断，卡线上，坠用铅皮没有直接无坠或者用别的凑合，钓钓蠢点的鱼够了', '小时候单线连钩，电池皮做沿，高梁杆做漂，高梁杆切个小口，把主线塞进去，把小口扎紧，在主线上很紧的，可以上下调漂，不滑漂，竹竿做鱼竿，那里有现在花里胡哨的那么多，一样上大鱼']","['../../results\\钓鱼链接\\images\\nao小酱子-0.jpg', '../../results\\钓鱼链接\\images\\nao小酱子-1.jpg', '../../results\\钓鱼链接\\images\\nao小酱子-2.jpg', '../../results\\钓鱼链接\\images\\nao小酱子-3.jpg']"
"回复:楼下是钓鱼网站!!!大家注意了,点链接的改下密码。顺手举报一下",回复 贴吧用户_aVUtMEC :那希望你每次都能在机器人发网站的时候准时出现,地下城与勇士,Mini狐,2021-11-06 12:56,https://tieba.baidu.com/p/7602378630?pid=141947401781&cid=141947961879#141947961879,"['http://tiebapic.baidu.com/forum/w%3D580/sign=89edd591140fd9f9a0175561152cd42b/25e8267f9e2f07084a2dd0edac24b899a801f2f6.jpg', 'http://tiebapic.baidu.com/forum/w%3D580/sign=351a1624922a60595210e1121835342d/3c11060828381f308d317744ec014c086f06f0f6.jpg', 'http://tiebapic.baidu.com/forum/w%3D580/sign=cb8d8dc92b094b36db921be593cc7c00/abc991529822720ef6d391ec26cb0a46f21fab42.jpg', 'http://tiebapic.baidu.com/forum/w%3D580/sign=250fff1ec6504fc2a25fb00dd5dde7f0/b872500fd9f9d72a6a78630b892a2834349bbb42.jpg']","['希望吧务能做点事！！！。删贴，封号！！！我被盗了4亿金币 一块5.6技功辟邪玉，我已经报警了，不过现在刚立案，谁能提供一下这个网址的位置，必有重谢！！！看下图！！！', '顶了', '顶了', '', '顶了', '美好的一天从别人的气急败坏开始骗子哥加油我是你的nc粉', '自己贪小便宜怪谁，2个字送你。活该', '', '顶了', '顶了啊', '顶了', '顶了', '顶了', '。', '顶了']","['../../results\\钓鱼链接\\images\\零点零八三三-0.jpg', '../../results\\钓鱼链接\\images\\零点零八三三-1.jpg', '../../results\\钓鱼链接\\images\\零点零八三三-2.jpg', '../../results\\钓鱼链接\\images\\零点零八三三-3.jpg']"
"回复:楼下是钓鱼网站!!!大家注意了,点链接的改下密码。顺手举报一下","回复 贴吧用户_atN4EtZ :我只希望不要3分钟热度,之前也有人被骗发帖的",地下城与勇士,Mini狐,2021-11-06 14:42,https://tieba.baidu.com/p/7602378630?pid=141947401781&cid=141949186769#141949186769,"['http://tiebapic.baidu.com/forum/w%3D580/sign=89edd591140fd9f9a0175561152cd42b/25e8267f9e2f07084a2dd0edac24b899a801f2f6.jpg', 'http://tiebapic.baidu.com/forum/w%3D580/sign=351a1624922a60595210e1121835342d/3c11060828381f308d317744ec014c086f06f0f6.jpg', 'http://tiebapic.baidu.com/forum/w%3D580/sign=cb8d8dc92b094b36db921be593cc7c00/abc991529822720ef6d391ec26cb0a46f21fab42.jpg', 'http://tiebapic.baidu.com/forum/w%3D580/sign=250fff1ec6504fc2a25fb00dd5dde7f0/b872500fd9f9d72a6a78630b892a2834349bbb42.jpg']","['希望吧务能做点事！！！。删贴，封号！！！我被盗了4亿金币 一块5.6技功辟邪玉，我已经报警了，不过现在刚立案，谁能提供一下这个网址的位置，必有重谢！！！看下图！！！', '顶了', '顶了', '', '顶了', '美好的一天从别人的气急败坏开始骗子哥加油我是你的nc粉', '自己贪小便宜怪谁，2个字送你。活该', '', '顶了', '顶了啊', '顶了', '顶了', '顶了', '。', '顶了']","['../../results\\钓鱼链接\\images\\零点零八三三-0.jpg', '../../results\\钓鱼链接\\images\\零点零八三三-1.jpg', '../../results\\钓鱼链接\\images\\零点零八三三-2.jpg', '../../results\\钓鱼链接\\images\\零点零八三三-3.jpg']"
走平台的友友们要小心钓鱼网站,"首先,网站就是假的高仿网站,比如淘宝的网站,点进去里面的页面和淘宝一模一样,但是其实并不是淘宝。大家走平台的时候要注意:1走知名的大平台(转转、咸鱼等) 2在自己手机的应用市场上下相关平台,不要点别人发过来的!不要点...",光遇交易,ZXC13971541680,2021-11-16 17:26,https://tieba.baidu.com/p/7614652340?pid=142084217929&cid=0#142084217929,"['http://tiebapic.baidu.com/forum/w%3D580/sign=4e909b9de84bd11304cdb73a6aaea488/a0c4c2ef3d6d55fb34fe09c828224f4a21a4ddfd.jpg', 'http://tiebapic.baidu.com/forum/w%3D580/sign=b5caa72f943d70cf4cfaaa05c8ddd1ba/ccc36d02738da977f3e6733ded51f8198718e3b5.jpg', 'http://tiebapic.baidu.com/forum/w%3D580/sign=5c36824b9443ad4ba62e46c8b2035a89/d76ebd9659ee3d6dd0fef82506166d224e4adefd.jpg']",['我来讲讲我的经历我大概是几个月前想卖号，然后在贴吧挂出了信息，结果后来碰到了一个用转转的高仿网站骗人的人。（ps：我在咸鱼把号卖出去了之后就把贴吧删了，所以没有骗子聊天记录，只有当时给别人的截图，本来我懒得说的，但是身边有被钓鱼网站骗的人，决定还是来说一下）首先，钓鱼网站就是假的高仿网站，比如淘宝的钓鱼网站，点进去里面的页面和淘宝一模一样，但是其实并不是淘宝。大家走平台的时候要注意：1走知名的大平台（转转、咸鱼等）2在自己手机的应用市场上下相关平台，不要点别人发过来的链接！不要点链接！因为很有可能是假的网站谨防钓鱼网站，就是自己下真正的app，不要相信任何链接！！！！我卖号的后续我在发现贴吧找我买号的这个人是用钓鱼网站骗我的之后（因为当时她说她要走转转，我就去下了一个转转app，她说她下单了，但是我看我的转转app没反应，我就怀疑她骗我了），我就直接将号挂到了闲鱼上，当天晚上就卖出去了但是在闲鱼进行账号交易的话，金额是会打到zfb，但是会冻结15天，这是为了保护买方的权益。'],"['../../results\\钓鱼链接\\images\\ZXC13971541680-0.jpg', '../../results\\钓鱼链接\\images\\ZXC13971541680-1.jpg', '../../results\\钓鱼链接\\images\\ZXC13971541680-2.jpg']"
注意了!!楼下是钓鱼网站!!大家不要点链接!!&amp;#xF232;,"希望吧务删除封禁?发布网站的!像发布网站的根本不管!!笑死!!还身正,笑死我了!。我都截图了,收集证据。!!!湖南警方已经介入调查,希望吧友能提供证据,被盗的留言可以追回!!!【图片】【图片】【图片】【图片】【图片【图片...",地下城与勇士,奥兹玛互托,2021-11-15 19:23,https://tieba.baidu.com/p/7613519897?pid=142072195877&cid=0#142072195877,"['http://tiebapic.baidu.com/forum/w%3D580/sign=3243c9ffd01001e94e3c1407880f7b06/d9f50b46f21fbe09faec430236600c338744ad31.jpg', 'http://tiebapic.baidu.com/forum/w%3D580/sign=a495e727922a60595210e1121835342d/3c11060828381f301cbe8647ec014c086f06f07c.jpg', 'http://tiebapic.baidu.com/forum/w%3D580/sign=9bfa32edc244ebf86d716437e9f8d736/11228601a18b87d6d7e5a0f1420828381e30fd7c.jpg', 'http://tiebapic.baidu.com/forum/w%3D580/sign=3748ebe7f3003af34dbadc68052bc619/d9ca0bd162d9f2d356b72f01ecec8a136227cc7c.jpg']","['希望吧务删除封禁🈲发布钓鱼网站的！像发布钓鱼网站的根本不管！！笑死！！还身正，笑死我了！。我都截图了，收集证据。！！！！湖南警方已经介入调查，希望吧友能提供证据，被盗的留言可以追回！！！！【图片】【图片】【图片】【图片】【图片【图片【图片】【图片】【图片】', '顶了', '顶了', '', '']","['../../results\\钓鱼链接\\images\\奥兹玛互托-0.jpg', '../../results\\钓鱼链接\\images\\奥兹玛互托-1.jpg', '../../results\\钓鱼链接\\images\\奥兹玛互托-2.jpg', '../../results\\钓鱼链接\\images\\奥兹玛互托-3.jpg']"
回复:古代人钓鱼是怎么把鱼漂链接在鱼线上的?,"闷竿也能到鱼,就像路亚用一样,鱼给口就能察觉到异常",钓鱼,胯下藏手雷,2021-10-09 03:48,https://tieba.baidu.com/p/7567409323?pid=141598598191&cid=0#141598598191,['http://tiebapic.baidu.com/forum/w%3D580/sign=cfcd79494f7b02080cc93fe952dbf25f/ca1e0a55b319ebc4168e2775c726cffc1f171613.jpg'],"['你要问古人用什么线', '钓闷竿也能钓到鱼，就像路亚用一样，鱼给口就能察觉到异常', '古代的鱼线比现在大部分都要好', '高粱杆切成一段段的穿起来', '七星漂啊？！？！', '古人都是电鱼的', '你们这些人真搞笑，好像你们小时候就是古代一样的。', '古代的资源不用漂也行啊']",['../../results\\钓鱼链接\\images\\胯下藏手雷.jpg']
回复:古代人钓鱼是怎么把鱼漂链接在鱼线上的?,"你们这些人真搞笑,好像你们小时候就是古代一样的。",钓鱼,不帅的帅哥噢,2021-10-11 10:32,https://tieba.baidu.com/p/7567409323?pid=141624849968&cid=0#141624849968,['http://tiebapic.baidu.com/forum/w%3D580/sign=cfcd79494f7b02080cc93fe952dbf25f/ca1e0a55b319ebc4168e2775c726cffc1f171613.jpg'],"['你要问古人用什么线', '钓闷竿也能钓到鱼，就像路亚用一样，鱼给口就能察觉到异常', '古代的鱼线比现在大部分都要好', '高粱杆切成一段段的穿起来', '七星漂啊？！？！', '古人都是电鱼的', '你们这些人真搞笑，好像你们小时候就是古代一样的。', '古代的资源不用漂也行啊']",['../../results\\钓鱼链接\\images\\胯下藏手雷.jpg']
"回复:楼下是钓鱼网站!!!大家注意了,点链接的改下密码。顺手举报一下",回复双尾狐◎ :你出现的次数太多了 然后就以为你是管事的了 哈哈哈,地下城与勇士,沫奛,2021-11-06 15:27,https://tieba.baidu.com/p/7602378630?pid=141947401781&cid=141949735097#141949735097,"['http://tiebapic.baidu.com/forum/w%3D580/sign=89edd591140fd9f9a0175561152cd42b/25e8267f9e2f07084a2dd0edac24b899a801f2f6.jpg', 'http://tiebapic.baidu.com/forum/w%3D580/sign=351a1624922a60595210e1121835342d/3c11060828381f308d317744ec014c086f06f0f6.jpg', 'http://tiebapic.baidu.com/forum/w%3D580/sign=cb8d8dc92b094b36db921be593cc7c00/abc991529822720ef6d391ec26cb0a46f21fab42.jpg', 'http://tiebapic.baidu.com/forum/w%3D580/sign=250fff1ec6504fc2a25fb00dd5dde7f0/b872500fd9f9d72a6a78630b892a2834349bbb42.jpg']","['希望吧务能做点事！！！。删贴，封号！！！我被盗了4亿金币 一块5.6技功辟邪玉，我已经报警了，不过现在刚立案，谁能提供一下这个网址的位置，必有重谢！！！看下图！！！', '顶了', '顶了', '', '顶了', '美好的一天从别人的气急败坏开始骗子哥加油我是你的nc粉', '自己贪小便宜怪谁，2个字送你。活该', '', '顶了', '顶了啊', '顶了', '顶了', '顶了', '。', '顶了']","['../../results\\钓鱼链接\\images\\零点零八三三-0.jpg', '../../results\\钓鱼链接\\images\\零点零八三三-1.jpg', '../../results\\钓鱼链接\\images\\零点零八三三-2.jpg', '../../results\\钓鱼链接\\images\\零点零八三三-3.jpg']"
"回复:妈的,改名活动点了微博上的链接",老哥这链接是点进去还要输密码 还是那种点进去直接号没了?,抗压背锅,蓝多多567,2021-12-26 09:34,https://tieba.baidu.com/p/7669472530?pid=142623185597&cid=0#142623185597,"['http://tiebapic.baidu.com/forum/w%3D580/sign=1d63e56be31ea8d38a22740ca70b30cf/d787afae2edda3cc5240eaf044e93901233f92e8.jpg', 'http://tiebapic.baidu.com/forum/w%3D580/sign=95e27f15a5dcd100cd9cf829428b47be/49d38634e5dde7113eca96eefaefce1b9c1661c5.jpg']","['英雄碎片给你留着？这不给战队来几十个点卷红包。', '我还真闲的专门去微博看了一眼 这个人评论区发的蓝链我复制过来是本来就是真的', 'https://lol.qq.com/act/a20211213renamed/index.html', '卧槽，我点的是b站up主下面评论链接，保险起见，先去改个密码先', '老哥这链接是点进去还要输密码 还是那种钓鱼链接点进去直接号没了？', '', '那我这种收藏了136个不同英雄碎片，屯了100+皮肤碎片的不是吐了', '锁一下', '兄弟结果怎么样了', '遇到qq登录的网页链接，复制后打开手机qq进网页，不能自动登陆的大概率是假的', '脾气还挺好哈哈哈', '你脾气还真好', '链接还有么 发来我搞他服务器一下  这种狗逼就得好好搞一波']","['../../results\\钓鱼链接\\images\\蓝多多567-0.jpg', '../../results\\钓鱼链接\\images\\蓝多多567-1.jpg']"
"回复:楼下是钓鱼网站!!!大家不要点链接,点了改密码,吧务不封号!!",回复青鸟 :没这么多吧。如果多的话 就是贴吧号可以买。,地下城与勇士,璐村惂鐢ㄦ埛_aVUtMEC,2021-11-05 14:33,https://tieba.baidu.com/p/7601363805?pid=141935700452&cid=141935784528#141935784528,"['http://tiebapic.baidu.com/forum/w%3D580/sign=e2174656e31ea8d38a22740ca70830cf/dee78c1001e93901f0d27cd33eec54e734d196ce.jpg', 'http://tiebapic.baidu.com/forum/w%3D580/sign=4de7dd05f93eb13544c7b7b3961ca8cb/e908adaf2edda3ccb13449cd44e93901233f92ce.jpg', 'http://tiebapic.baidu.com/forum/w%3D580/sign=73d375e876fa828bd1239debcd1d41cd/8ce3a2cc7cd98d10ce04fddc643fb80e79ec90ce.jpg', 'http://tiebapic.baidu.com/forum/w%3D580/sign=40e7f493601f95caa6f592bef9157fc5/d9d255e736d12f2e6ed55f8d0ac2d562873568ce.jpg']","['严重怀疑吧务和这个发布钓鱼网站的是一伙的！！从来不删贴，不封号！！！我被盗了4亿金币 一块5.6技功辟邪玉，我已经报警了，不过现在刚立案，谁能提供一下这个网址的位置，必有重谢！！！看下图！！！', '顶了', '', '', '顶了', '顶了', '', '顶', '发现了就艾特吧务最多封十天，他会再发，我都砍了很多了，不要啥事都想着阴谋论', '玩这么久dnf了，这网站不一眼就看出来是假的了', '顶', '顶了', '', '顶了', '顶了']","['../../results\\钓鱼链接\\images\\璐村惂鐢ㄦ埛_aVUtMEC-0.jpg', '../../results\\钓鱼链接\\images\\璐村惂鐢ㄦ埛_aVUtMEC-1.jpg', '../../results\\钓鱼链接\\images\\璐村惂鐢ㄦ埛_aVUtMEC-2.jpg', '../../results\\钓鱼链接\\images\\璐村惂鐢ㄦ埛_aVUtMEC-3.jpg']"
回复:广州钓鱼,"上古神兽塘虱,在我游戏里这也算个神兽,不信你来看《万世情缘》官方:http://api.chuangyouhy.com/index/Landing/game?&cid=378&gid=1795 注册就送VIP等各种福利,发送账号与区服还可另外领取大礼包哦,快来体验吧。",钓鱼,东篱633,2021-12-26 14:03,https://tieba.baidu.com/p/7672106611?pid=142625940926&cid=0#142625940926,['http://tiebapic.baidu.com/forum/w%3D580/sign=96727b145ed5ad6eaaf964e2b1ca39a3/0f11b13533fa828be277dd33b81f4134960a5abd.jpg'],"['你这鱼是P的吧', '埃及塘虱吧', '本地鲶', 'ig牛逼', '本地靓仔', '塘角鱼，蒸的香', '', '经典传奇有一期就是讲的这个 一家晚上睡觉的时候房顶传来玻璃球掉地上的声音 后来查是楼下粪坑里的这种鲶鱼的声音从下水道管道传的声音', '上古神兽塘虱，在我游戏里这也算个神兽，不信你来看《万世情缘》官方链接：注册就送VIP等各种福利，发送账号与区服还可另外领取大礼包哦，快来体验吧。', '我们这边叫个个也', '塘虱(鲶鱼)', '这踏马是p的吧，从水里钓出来水都不动吗', '塘虱？', '这不是p的？', '土塘角鱼     可以吃']",['../../results\\钓鱼链接\\images\\东篱633.jpg']
回复:【避雷】选妃钓鱼还不让人说了?,20楼是哥帖子 这一晚上我就看到两贴,王者荣耀,茶凉言尽月,2021-12-27 01:48,https://tieba.baidu.com/p/7673800704?pid=142633249782&cid=0#142633249782,"['http://tiebapic.baidu.com/forum/w%3D580/sign=0e6d46c7931b9d168ac79a69c3dfb4eb/01d39116fdfaaf518b7555a7d15494eef11f7a59.jpg', 'http://tiebapic.baidu.com/forum/w%3D580/sign=dee36699961349547e1ee86c664e92dd/04db45540923dd54d67279708c09b3de9d8248ea.jpg']","['链接后面打个空格就可以了', '我晚上还给他评论过tmd  今晚中邪了看两个两个被挂的', '', '20楼是钓鱼哥帖子链接 这一晚上我就看到两贴', '钓鱼哥不敢接受吧友的嘲讽', '吧里好多这种钓鱼的傻宝', '哈哈哈哈哈哈哈哈哈哈又是这个3000哥', '刚才刷到他的贴', '这人的标题我都看好多回了 他咋还没找到对象', '又是他', '他也删过我的 说一句就破防了', '主人公', '笑死了', '这个内容的帖子我好像一个月前看到过']","['../../results\\钓鱼链接\\images\\茶凉言尽月-0.jpg', '../../results\\钓鱼链接\\images\\茶凉言尽月-1.jpg']"
回复:年度钓鱼贴:标权单挑骆统,【标孙权VS骆统(1局) 年度对局-哔哩哔哩】网页 自己看,手机三国杀,幽冥幻语,2021-10-20 06:55,https://tieba.baidu.com/p/7581012502?pid=141726233967&cid=141728631520#141728631520,"['http://tiebapic.baidu.com/forum/w%3D580/sign=c57234bec035e5dd902ca5d746c4a7f5/d836eeea15ce36d35f8957dc7ff33a87eb50b1d5.jpg', 'http://tiebapic.baidu.com/forum/w%3D580/sign=5cab7ccab8faaf5184e381b7bc5694ed/6ad3122ac65c1038c1f31a2ef7119313b27e89d5.jpg', 'http://tiebapic.baidu.com/forum/w%3D580/sign=0d5e11c37f292df597c3ac1d8c335ce2/1090977eca806538956770ffd2dda144af3482d5.jpg', 'http://tiebapic.baidu.com/forum/w%3D580/sign=b1450122dc25bc312b5d01906edd8de7/e6bb2bd7912397dd3df44ce81c82b2b7d2a287d5.jpg', 'http://tiebapic.baidu.com/forum/w%3D580/sign=6fa3a8884c23dd542173a760e10bb3df/53212bf431adcbefd2b9aaeae9af2edda1cc9fd5.jpg', 'http://tiebapic.baidu.com/forum/w%3D580/sign=17563d1d51d79123e0e0947c9d355917/eea1684a20a44623d421c877c522720e0df3d744.jpg', 'http://tiebapic.baidu.com/forum/w%3D580/sign=0e8e50e976fa828bd1239debcd1d41cd/3b8d5cec54e736d19d9e58e4de504fc2d76269d5.jpg', 'http://tiebapic.baidu.com/forum/w%3D580/sign=cbd7791ae50e7bec23da03e91f2fb9fa/d28cfef9d72a6059d7fb8c0f7534349b023bba44.jpg', 'http://tiebapic.baidu.com/forum/w%3D580/sign=0a8d91137ec79f3d8fe1e4388aa3cdbc/7e798851f3deb48f4fe47532b51f3a292ff578d5.jpg']","['笑死，骆统一打二孙权都不一定能赢', '你以为你在钓鱼，其实你是真傻逼', '', '现在骆统的单挑榜排名是在哪个区间里', '还是罗通比较强！孙权最大的问题正是容易输出不够而罗通能疯狂摸桃子', '傻逼', '搁这瞎寄吧讨论不如去打十把测测', '建议实测十把，不说视频，截图你能放上来吧没朋友的话我来跟你比划比划？', '手杀吧这帮井底之蛙笑死个人，动不动把骆统吹上天', '实测多少把😅', '莫名其妙吹骆统的真是要把人笑死。还有吹杨彪优十周年留赞的，应该是一伙人。作为无锡人，真替无锡高中生无脑对爆的淘汰之亡感到丢脸', '来试试看？', '界权稳点骆统锤不过，标权随便吊打。不服的加我账号：寂静月夜。', '别尴黑，还有人说标权打不过标钟会神云的', '看牌看牌，我当初界马超四个回合摸了八张装备牌，没杀没闪没锦囊，全是装备，我被乱杀，当初斗地主，地主一个加一马我跟队友十几个回合到死都够不到他，一个装备过河都没有']","['../../results\\钓鱼链接\\images\\幽冥幻语-0.jpg', '../../results\\钓鱼链接\\images\\幽冥幻语-1.jpg', '../../results\\钓鱼链接\\images\\幽冥幻语-2.jpg', '../../results\\钓鱼链接\\images\\幽冥幻语-3.jpg', '../../results\\钓鱼链接\\images\\幽冥幻语-4.jpg', '../../results\\钓鱼链接\\images\\幽冥幻语-5.jpg', '../../results\\钓鱼链接\\images\\幽冥幻语-6.jpg', '../../results\\钓鱼链接\\images\\幽冥幻语-7.jpg', '../../results\\钓鱼链接\\images\\幽冥幻语-8.jpg']"
